chrom,center,hepg2_score,k562_score,hepg2_vs_k562_diff
chr12,86264978,4.788381099700928,4.00006103515625,0.7883200645446777
chr7,111262787,4.746817111968994,3.9585022926330566,0.7883148193359375
chr1,219472903,4.256642818450928,3.4683303833007812,0.7883124351501465
chr11,108788776,4.697988510131836,3.9096908569335938,0.7882976531982422
chr1,64828314,4.263514518737793,3.47523832321167,0.788276195526123
chr13,75413000,4.056178092956543,3.2679152488708496,0.7882628440856934
chr20,18986010,4.832498073577881,4.044347763061523,0.7881503105163574
chr10,45502660,3.7952444553375244,3.007101058959961,0.7881433963775635
chr3,13135420,5.013583183288574,4.225447177886963,0.7881360054016113
chr12,100255373,4.341190338134766,3.5530548095703125,0.7881355285644531
chr6,36671986,4.440207481384277,3.6520824432373047,0.7881250381469727
chr1,20589809,5.154731750488281,4.366618633270264,0.7881131172180176
chr12,110744117,4.755448818206787,3.9673690795898438,0.7880797386169434
chr15,65415248,5.197150230407715,4.409134864807129,0.7880153656005859
chr1,221263943,5.19384765625,4.405868053436279,0.7879796028137207
chr20,41594826,5.122677326202393,4.334727764129639,0.7879495620727539
chr4,57043889,4.269822120666504,3.4818882942199707,0.7879338264465332
chr6,18516011,3.6754214763641357,2.8874902725219727,0.7879312038421631
chr7,106178773,3.8449459075927734,3.0570173263549805,0.787928581237793
chr17,46579590,7.287868976593018,6.499943733215332,0.7879252433776855
chr1,235070120,4.876349449157715,4.088425159454346,0.7879242897033691
chr22,49365984,4.219427108764648,3.431529998779297,0.7878971099853516
chr3,184679157,5.567318439483643,4.779453754425049,0.7878646850585938
chr7,118872766,4.355475902557373,3.5676212310791016,0.7878546714782715
chr10,80411506,5.774144172668457,4.986327171325684,0.7878170013427734
chr7,26449616,4.704811096191406,3.9170169830322266,0.7877941131591797
chr17,81489242,5.1296586990356445,4.341864585876465,0.7877941131591797
chr17,30332306,4.4749603271484375,3.68719482421875,0.7877655029296875
chr17,65953817,5.473570823669434,4.685822010040283,0.7877488136291504
chr22,42314369,6.162055969238281,5.374316215515137,0.7877397537231445
chr8,38495728,4.546450138092041,3.7587170600891113,0.7877330780029297
chr5,16738052,5.095357418060303,4.307644367218018,0.7877130508422852
chr12,79650422,4.132587909698486,3.3448843955993652,0.7877035140991211
chr2,38384000,4.779290199279785,3.991589069366455,0.7877011299133301
chr6,40914065,4.026637077331543,3.238978385925293,0.78765869140625
chr16,67919809,4.230621337890625,3.4429783821105957,0.7876429557800293
chr2,38076984,6.7200164794921875,5.932405948638916,0.7876105308532715
chr13,45538798,4.158307075500488,3.370697498321533,0.7876095771789551
chr17,35732157,5.668144226074219,4.880535125732422,0.7876091003417969
chr3,30060582,4.001006126403809,3.21339750289917,0.7876086235046387
chr11,65165885,5.164255142211914,4.376651287078857,0.7876038551330566
chr7,32164696,4.919702529907227,4.132120132446289,0.7875823974609375
chr21,44992591,4.788635730743408,4.001058578491211,0.7875771522521973
chr1,89837251,4.188114643096924,3.400571346282959,0.7875432968139648
chr17,40516987,5.380335807800293,4.592843532562256,0.7874922752380371
chr6,14129903,4.674871444702148,3.887418270111084,0.7874531745910645
chr8,694605,5.465306282043457,4.677857875823975,0.7874484062194824
chr2,231685484,4.301146030426025,3.513702392578125,0.7874436378479004
chr2,25445657,4.574148178100586,3.7867064476013184,0.7874417304992676
chr2,179069422,3.9075028896331787,3.120093822479248,0.7874090671539307
chr4,772068,5.287485122680664,4.500143051147461,0.7873420715332031
chr7,66776569,4.8310041427612305,4.043707847595215,0.7872962951660156
chr5,127004092,4.543581485748291,3.7563066482543945,0.7872748374938965
chr4,168318612,6.205157279968262,5.417884349822998,0.7872729301452637
chr2,87548241,3.4458470344543457,2.6586947441101074,0.7871522903442383
chr13,98395688,5.245352745056152,4.458215236663818,0.787137508392334
chr16,8573002,4.5769782066345215,3.7898411750793457,0.7871370315551758
chr7,149172206,4.495689868927002,3.7085609436035156,0.7871289253234863
chr19,4147517,4.324536323547363,3.537412643432617,0.7871236801147461
chr21,32597382,4.684895992279053,3.8977785110473633,0.7871174812316895
chr2,172783452,4.507940292358398,3.720851421356201,0.7870888710021973
chr2,26164623,4.094177722930908,3.3070993423461914,0.7870783805847168
chr4,107931517,7.426270008087158,6.639202117919922,0.7870678901672363
chr7,114662190,5.253574848175049,4.466516017913818,0.7870588302612305
chr20,8774517,4.445272445678711,3.658219814300537,0.7870526313781738
chr8,73203702,4.560297012329102,3.7732534408569336,0.787043571472168
chr12,116738203,8.257743835449219,7.470722198486328,0.7870216369628906
chr4,118703280,3.7890915870666504,3.0020737648010254,0.787017822265625
chr15,62897013,5.061520099639893,4.274510383605957,0.7870097160339355
chr16,50625478,5.199382781982422,4.412389278411865,0.7869935035705566
chr2,120348664,5.316366195678711,4.529378890991211,0.7869873046875
chr1,228228936,4.454745292663574,3.6677746772766113,0.7869706153869629
chr7,50825172,4.313407897949219,3.526456832885742,0.7869510650634766
chr7,26667711,4.794382095336914,4.007469177246094,0.7869129180908203
chr16,84477873,4.429013252258301,3.6421008110046387,0.7869124412536621
chr1,43215315,3.8260507583618164,3.0391440391540527,0.7869067192077637
chr1,244496427,4.203629016876221,3.416740894317627,0.7868881225585938
chr12,114944910,4.531764030456543,3.7448787689208984,0.7868852615356445
chr4,83862609,3.7632410526275635,2.9763641357421875,0.786876916885376
chr10,86668549,5.49950647354126,4.7126383781433105,0.7868680953979492
chr12,110012857,4.674043655395508,3.887226104736328,0.7868175506591797
chr9,26330114,4.835527420043945,4.0487141609191895,0.7868132591247559
chr3,11915860,4.703621864318848,3.916820526123047,0.7868013381958008
chr4,8085927,4.743083953857422,3.9563345909118652,0.7867493629455566
chr2,110805812,4.167381763458252,3.3806443214416504,0.7867374420166016
chr14,54503687,4.573678493499756,3.7869672775268555,0.7867112159729004
chr6,151682039,4.8918352127075195,4.1051249504089355,0.786710262298584
chr9,72909683,4.396746635437012,3.6100635528564453,0.7866830825805664
chr2,19159120,4.103588104248047,3.316929817199707,0.7866582870483398
chr1,242211379,4.446959018707275,3.660305976867676,0.7866530418395996
chr18,61799193,4.191339015960693,3.4047536849975586,0.7865853309631348
chr16,12763781,4.690936088562012,3.904355525970459,0.7865805625915527
chr11,830464,6.8657379150390625,6.079165935516357,0.7865719795227051
chr13,111067300,6.193437576293945,5.406868934631348,0.7865686416625977
chr20,62519034,5.1025285720825195,4.3160014152526855,0.786527156829834
chr10,44390837,5.089288234710693,4.30276346206665,0.786524772644043
chr6,70877429,4.870038986206055,4.08352518081665,0.7865138053894043
chr8,125427166,4.910332202911377,4.1238694190979,0.7864627838134766
chr2,130137994,4.626267910003662,3.8398375511169434,0.7864303588867188
chrX,42538604,4.585318565368652,3.7988929748535156,0.7864255905151367
chrX,44915736,5.7034502029418945,4.917037487030029,0.7864127159118652
chr14,100785408,3.8988027572631836,3.1123948097229004,0.7864079475402832
chr11,67581628,4.754617691040039,3.9682440757751465,0.7863736152648926
chr8,4104692,4.526071548461914,3.7397379875183105,0.7863335609436035
chr8,752467,5.557943344116211,4.771612167358398,0.7863311767578125
chr2,103788538,4.441123962402344,3.6548075675964355,0.7863163948059082
chr6,13413341,4.76594352722168,3.9796690940856934,0.7862744331359863
chr1,53120869,4.793686866760254,4.007416725158691,0.7862701416015625
chr6,138187572,4.289276123046875,3.503028392791748,0.786247730255127
chr8,11592253,4.701546669006348,3.915299415588379,0.7862472534179688
chr3,103847561,4.176645278930664,3.3904075622558594,0.7862377166748047
chr10,3852233,6.227990627288818,5.44175386428833,0.7862367630004883
chr3,144049570,4.076277256011963,3.2900662422180176,0.7862110137939453
chr12,57845988,7.319055080413818,6.532851219177246,0.7862038612365723
chr3,71695094,5.066780090332031,4.280576229095459,0.7862038612365723
chr2,177347214,3.890164613723755,3.104010581970215,0.78615403175354
chr6,148790792,4.349991321563721,3.5638670921325684,0.7861242294311523
chr6,52504087,6.498035430908203,5.711912155151367,0.7861232757568359
chr7,21903460,4.284334182739258,3.498220443725586,0.7861137390136719
chr10,60283042,4.692949295043945,3.9068408012390137,0.7861084938049316
chr15,35078574,4.612454891204834,3.826350212097168,0.786104679107666
chr2,239036525,4.74424409866333,3.958171844482422,0.7860722541809082
chr2,170485537,4.086394786834717,3.300334930419922,0.7860598564147949
chr6,75202214,5.72747802734375,4.941436290740967,0.7860417366027832
chr1,93400160,4.628256797790527,3.842233180999756,0.7860236167907715
chr10,34966088,4.2918524742126465,3.5058436393737793,0.7860088348388672
chr7,50069605,4.9526190757751465,4.166614055633545,0.7860050201416016
chr3,138078299,4.198204040527344,3.412205219268799,0.7859988212585449
chr9,125161534,4.0370306968688965,3.2510433197021484,0.785987377166748
chr1,213958612,3.7700917720794678,2.984107494354248,0.7859842777252197
chr1,10472332,7.192054748535156,6.406078815460205,0.7859759330749512
chr18,24000526,4.283411026000977,3.4975404739379883,0.7858705520629883
chr17,45263277,4.585063934326172,3.7992258071899414,0.7858381271362305
chr8,41331657,4.979652404785156,4.193824291229248,0.7858281135559082
chr16,1177226,5.153263092041016,4.367434978485107,0.7858281135559082
chr11,65427909,4.35369873046875,3.567903518676758,0.7857952117919922
chr17,4593529,4.891008377075195,4.105243682861328,0.7857646942138672
chr16,89444455,4.4410200119018555,3.655271053314209,0.7857489585876465
chr14,73413861,4.452047348022461,3.6663098335266113,0.7857375144958496
chr13,40486801,4.224060535430908,3.438326358795166,0.7857341766357422
chr3,46865138,4.833688735961914,4.047961711883545,0.7857270240783691
chr6,87213165,4.882948875427246,4.0972466468811035,0.7857022285461426
chr4,102620586,5.077699661254883,4.292008399963379,0.7856912612915039
chr6,36131217,5.796432971954346,5.01074743270874,0.7856855392456055
chr11,114304294,4.205480098724365,3.419816493988037,0.7856636047363281
chr16,82063892,4.760882377624512,3.9752492904663086,0.7856330871582031
chr2,20593509,6.085826873779297,5.300233364105225,0.7855935096740723
chr19,42333558,4.852694034576416,4.067101955413818,0.7855920791625977
chr14,99649999,5.483599662780762,4.698012828826904,0.7855868339538574
chr2,213316714,4.306002616882324,3.5204219818115234,0.7855806350708008
chr6,128365873,4.112386703491211,3.326828956604004,0.785557746887207
chr13,27962563,5.070191860198975,4.284646034240723,0.785545825958252
chr7,103406352,4.655544281005859,3.8700132369995117,0.7855310440063477
chr3,193737244,4.558924674987793,3.773395538330078,0.7855291366577148
chr2,40115747,4.389427185058594,3.6039390563964844,0.7854881286621094
chr10,28339655,3.882568597793579,3.0970940589904785,0.7854745388031006
chr8,128602648,4.428394317626953,3.6429238319396973,0.7854704856872559
chr8,80899789,4.1456146240234375,3.3601675033569336,0.7854471206665039
chr12,69721054,4.118769645690918,3.3333373069763184,0.7854323387145996
chr9,89180294,6.05606746673584,5.270646095275879,0.7854213714599609
chr1,244067713,5.084715366363525,4.299297332763672,0.7854180335998535
chr6,28267298,6.192656993865967,5.4072442054748535,0.7854127883911133
chr9,27659781,4.291678428649902,3.5062737464904785,0.7854046821594238
chr14,34365778,4.251569747924805,3.466188430786133,0.7853813171386719
chr5,16521503,5.295729160308838,4.510349750518799,0.7853794097900391
chr11,122918903,4.120358467102051,3.3349881172180176,0.7853703498840332
chr13,99605651,5.07118034362793,4.2858500480651855,0.7853302955627441
chr13,73451568,4.109071254730225,3.323744773864746,0.7853264808654785
chr12,109710815,4.491869926452637,3.706554412841797,0.7853155136108398
chr9,27573386,7.57344913482666,6.7881364822387695,0.7853126525878906
chr1,230968774,4.552661895751953,3.7673568725585938,0.7853050231933594
chr1,9376668,4.947310924530029,4.16201114654541,0.7852997779846191
chr17,73396777,4.827600002288818,4.042300701141357,0.7852993011474609
chr3,142364191,4.597699165344238,3.8124356269836426,0.7852635383605957
chr13,60585149,5.286545276641846,4.501298904418945,0.7852463722229004
chr3,8095889,4.76943302154541,3.9842023849487305,0.7852306365966797
chr4,46405082,5.575351715087891,4.790238857269287,0.7851128578186035
chr3,155382681,4.785836219787598,4.000809192657471,0.785027027130127
chrX,44429364,5.138002395629883,4.35300874710083,0.7849936485290527
chr6,149861580,4.542905807495117,3.7579269409179688,0.7849788665771484
chr10,71484546,4.508164405822754,3.723240375518799,0.7849240303039551
chr18,76860611,4.629786968231201,3.844916343688965,0.7848706245422363
chr20,24534573,4.747078895568848,3.9622182846069336,0.7848606109619141
chr22,48187594,4.778407096862793,3.9935922622680664,0.7848148345947266
chr1,37951477,5.357560157775879,4.572752952575684,0.7848072052001953
chr5,140254075,4.419536590576172,3.634758472442627,0.7847781181335449
chr7,348261,4.6536688804626465,3.8689045906066895,0.784764289855957
chr7,100759630,4.720736503601074,3.935993194580078,0.7847433090209961
chr19,27776162,4.726799488067627,3.9420695304870605,0.7847299575805664
chr9,79780739,4.6808671951293945,3.896149158477783,0.7847180366516113
chr13,74128370,4.445470809936523,3.6607651710510254,0.784705638885498
chr1,21322644,5.007638931274414,4.22294282913208,0.784696102142334
chr8,66785143,4.366814613342285,3.5821385383605957,0.7846760749816895
chr2,10482102,4.126316547393799,3.341641902923584,0.7846746444702148
chr11,76752902,5.612081527709961,4.82742166519165,0.7846598625183105
chr4,185833270,4.150976657867432,3.366318702697754,0.7846579551696777
chr6,120005542,4.894514083862305,4.109869003295898,0.7846450805664062
chr6,7467571,4.915366172790527,4.130724906921387,0.7846412658691406
chr12,65497892,4.214873313903809,3.4302477836608887,0.7846255302429199
chr10,18483042,4.280486583709717,3.4959001541137695,0.7845864295959473
chr22,32340986,4.5944318771362305,3.8098678588867188,0.7845640182495117
chr20,46838183,5.4047746658325195,4.6202239990234375,0.784550666809082
chr1,229323397,4.590463638305664,3.8059258460998535,0.7845377922058105
chr7,123425366,4.318822860717773,3.534306526184082,0.7845163345336914
chr19,13302876,4.764534950256348,3.980022430419922,0.7845125198364258
chr14,93044263,5.11571741104126,4.331212043762207,0.7845053672790527
chr21,42312506,4.621869087219238,3.837369441986084,0.7844996452331543
chr2,138099110,3.9688880443573,3.184394359588623,0.7844936847686768
chr15,62256608,4.411269664764404,3.6267824172973633,0.784487247467041
chr3,121951463,4.380361557006836,3.595883369445801,0.7844781875610352
chr18,78986271,5.059517860412598,4.275099754333496,0.7844181060791016
chr12,50074511,5.1247334480285645,4.340318202972412,0.7844152450561523
chr6,170424541,4.737270355224609,3.9529666900634766,0.7843036651611328
chr3,194537504,4.9385528564453125,4.154353618621826,0.7841992378234863
chr14,64401164,4.2529497146606445,3.468771457672119,0.7841782569885254
chr7,55597932,4.454549312591553,3.670382022857666,0.7841672897338867
chr9,129583708,5.392599105834961,4.608436107635498,0.7841629981994629
chr8,72815593,4.126988887786865,3.3428454399108887,0.7841434478759766
chr14,38932426,4.853940010070801,4.069821834564209,0.7841181755065918
chr14,73397994,4.046238422393799,3.26212215423584,0.784116268157959
chr16,47493050,6.710994243621826,5.926913261413574,0.784080982208252
chr2,138421798,4.426578521728516,3.642498016357422,0.7840805053710938
chr1,217331914,4.525448322296143,3.7413687705993652,0.7840795516967773
chr3,158098103,5.814910411834717,5.0308356285095215,0.7840747833251953
chr19,2867839,5.820802688598633,5.036739826202393,0.7840628623962402
chr2,204901304,4.684266090393066,3.9002060890197754,0.784060001373291
chr3,123702646,5.7237653732299805,4.939707279205322,0.7840580940246582
chr11,8732880,5.040824890136719,4.256794452667236,0.7840304374694824
chr15,53298075,3.963493585586548,3.179464817047119,0.7840287685394287
chr6,20707383,4.386813163757324,3.602828025817871,0.7839851379394531
chr10,33238141,4.651949882507324,3.867982864379883,0.7839670181274414
chr5,32628245,4.432221412658691,3.6482667922973633,0.7839546203613281
chr11,47488565,4.673311233520508,3.8893585205078125,0.7839527130126953
chr15,33234114,4.3828325271606445,3.5988917350769043,0.7839407920837402
chr2,106284338,4.494712829589844,3.710780143737793,0.7839326858520508
chr20,26011010,5.572951316833496,4.789038181304932,0.7839131355285645
chr12,106178861,4.935992240905762,4.1521100997924805,0.7838821411132812
chr15,68793623,4.945226669311523,4.161367893218994,0.7838587760925293
chr3,163671791,4.785860061645508,4.002022743225098,0.7838373184204102
chr4,124143347,3.6386263370513916,2.8547964096069336,0.783829927444458
chr13,28794712,4.920875549316406,4.137055397033691,0.7838201522827148
chr3,133487412,4.7491936683654785,3.9653820991516113,0.7838115692138672
chr12,103870608,3.649036407470703,2.8652524948120117,0.7837839126586914
chr11,80584706,4.528468132019043,3.7447071075439453,0.7837610244750977
chr22,43110839,6.55088996887207,5.767136573791504,0.7837533950805664
chr22,25954306,4.11411714553833,3.3303756713867188,0.7837414741516113
chr1,195948229,4.923009872436523,4.139302730560303,0.7837071418762207
chr1,148990539,5.216185569763184,4.4324846267700195,0.7837009429931641
chr8,18209122,5.026643753051758,4.242980003356934,0.7836637496948242
chr1,83455761,3.8713958263397217,3.0877346992492676,0.7836611270904541
chr9,108728165,4.871640205383301,4.087979316711426,0.783660888671875
chr7,156474163,5.402471542358398,4.618846416473389,0.7836251258850098
chr4,147748212,4.277010917663574,3.493431568145752,0.7835793495178223
chr2,207556968,5.447948455810547,4.664373397827148,0.7835750579833984
chr2,9407397,5.309539794921875,4.52598762512207,0.7835521697998047
chr2,89841107,3.9073102474212646,3.1237735748291016,0.7835366725921631
chr4,142473616,5.635828018188477,4.852327823638916,0.7835001945495605
chr12,15571213,4.0489349365234375,3.265439033508301,0.7834959030151367
chr4,79294187,4.044361114501953,3.260897636413574,0.7834634780883789
chr7,17506277,3.6627838611602783,2.8793439865112305,0.7834398746490479
chr2,101974885,5.127427101135254,4.344027519226074,0.7833995819091797
chr1,9717647,6.275805473327637,5.492456912994385,0.783348560333252
chr9,135901371,4.319925785064697,3.536588191986084,0.7833375930786133
chr18,31685160,6.894092082977295,6.110846519470215,0.7832455635070801
chr17,31596189,3.9516642093658447,3.1684608459472656,0.7832033634185791
chr1,244211250,5.7385969161987305,4.955395698547363,0.7832012176513672
chr16,22278803,4.562164306640625,3.7789735794067383,0.7831907272338867
chr3,156598634,3.6806275844573975,2.8974533081054688,0.7831742763519287
chr7,75933557,4.355297088623047,3.572127342224121,0.7831697463989258
chr20,63738523,6.183608531951904,5.400441646575928,0.7831668853759766
chr1,56476295,4.520426273345947,3.737287998199463,0.7831382751464844
chr11,76148998,6.0669026374816895,5.283781051635742,0.7831215858459473
chr12,14741396,4.392274856567383,3.6091718673706055,0.7831029891967773
chr20,34914987,4.393076419830322,3.609992027282715,0.7830843925476074
chr6,34151580,4.803040504455566,4.020003795623779,0.7830367088317871
chr11,1989575,5.471427917480469,4.6883931159973145,0.7830348014831543
chr20,3107283,4.574130058288574,3.7911195755004883,0.7830104827880859
chr10,133302452,4.6101226806640625,3.827164649963379,0.7829580307006836
chr11,16082796,4.131582736968994,3.348628044128418,0.7829546928405762
chr12,81500929,5.048708915710449,4.265768051147461,0.7829408645629883
chr1,121347987,4.625859260559082,3.842928886413574,0.7829303741455078
chr20,37340638,4.732935428619385,3.9500207901000977,0.7829146385192871
chr12,144882,4.846928596496582,4.064018726348877,0.7829098701477051
chr20,59439371,5.201838970184326,4.418931007385254,0.7829079627990723
chr20,10565989,4.9065327644348145,4.123648166656494,0.7828845977783203
chr16,72138067,3.8317651748657227,3.0488882064819336,0.7828769683837891
chr20,6338918,3.823906898498535,3.0410375595092773,0.7828693389892578
chr14,54301011,4.62149715423584,3.838627815246582,0.7828693389892578
chr11,10674993,4.736692905426025,3.953883171081543,0.7828097343444824
chr6,1901781,4.965371608734131,4.182627201080322,0.7827444076538086
chr5,58582753,7.209965705871582,6.427231311798096,0.7827343940734863
chr2,162112086,4.041971683502197,3.259258270263672,0.7827134132385254
chr17,64120739,3.9537529945373535,3.1710987091064453,0.7826542854309082
chr1,39825637,4.33902645111084,3.556375503540039,0.7826509475708008
chrX,128519728,4.441096305847168,3.6584792137145996,0.7826170921325684
chr2,235851101,4.676762580871582,3.8941521644592285,0.7826104164123535
chr3,103977434,4.400129795074463,3.617544174194336,0.782585620880127
chr16,577018,4.7354302406311035,3.9528512954711914,0.7825789451599121
chr12,52147541,5.784919738769531,5.00234317779541,0.7825765609741211
chrX,3715255,5.054704189300537,4.272138595581055,0.7825655937194824
chr13,60172257,4.207308769226074,3.4247827529907227,0.7825260162353516
chr12,51424980,7.645939350128174,6.863491535186768,0.7824478149414062
chr20,6708635,4.27096700668335,3.4885663986206055,0.7824006080627441
chr2,42959440,4.3642578125,3.5818824768066406,0.7823753356933594
chr1,47913202,5.336426734924316,4.554058074951172,0.7823686599731445
chr2,241432845,4.795101165771484,4.012739658355713,0.7823615074157715
chr2,167546677,4.842825889587402,4.060518741607666,0.7823071479797363
chr3,42517273,4.3439130783081055,3.5616164207458496,0.7822966575622559
chr2,95330539,5.200422763824463,4.418127536773682,0.7822952270507812
chr6,135523362,5.133510112762451,4.351227283477783,0.782282829284668
chr20,33340226,4.45559024810791,3.673368453979492,0.782221794128418
chr3,12255581,4.102814674377441,3.3206186294555664,0.782196044921875
chr12,106098864,5.097994804382324,4.315821170806885,0.7821736335754395
chr17,6523657,4.141808986663818,3.3596529960632324,0.7821559906005859
chr2,130301944,4.983767032623291,4.201659202575684,0.7821078300476074
chr18,39205774,4.996053695678711,4.2139482498168945,0.7821054458618164
chr17,29155637,6.459944248199463,5.677870273590088,0.782073974609375
chr3,127183088,5.218755722045898,4.436710834503174,0.7820448875427246
chr2,19647375,4.183078765869141,3.401050090789795,0.7820286750793457
chr19,46822027,5.274611473083496,4.492583274841309,0.7820281982421875
chr4,85370344,5.192514896392822,4.410523891448975,0.7819910049438477
chr7,86948196,4.089621067047119,3.307651996612549,0.7819690704345703
chr2,224379390,3.9880330562591553,3.20613431930542,0.7818987369537354
chr3,133547696,4.455574989318848,3.673689842224121,0.7818851470947266
chr3,46676178,4.728236198425293,3.946385383605957,0.7818508148193359
chr1,25957799,4.537535190582275,3.7556982040405273,0.781836986541748
chr4,185002870,4.809473991394043,4.027670860290527,0.7818031311035156
chr19,16420969,4.910093307495117,4.128293037414551,0.7818002700805664
chr12,57088440,7.491584777832031,6.709831714630127,0.7817530632019043
chr2,70050995,4.195660591125488,3.4139256477355957,0.7817349433898926
chr5,60447367,4.486730575561523,3.705005168914795,0.7817254066467285
chr10,86211881,4.440005779266357,3.658323287963867,0.7816824913024902
chr11,62508644,5.191959381103516,4.41035795211792,0.7816014289855957
chr19,11324468,5.607372283935547,4.8258562088012695,0.7815160751342773
chr8,65183506,4.555882930755615,3.774367332458496,0.7815155982971191
chr6,41585148,5.3114118576049805,4.529910564422607,0.781501293182373
chr19,39073805,4.355319976806641,3.573824882507324,0.7814950942993164
chr11,83115804,4.969296455383301,4.187809944152832,0.7814865112304688
chr1,93553107,4.638607025146484,3.857151985168457,0.7814550399780273
chr7,47417200,5.14848518371582,4.367044925689697,0.781440258026123
chr1,92088785,4.07559061050415,3.2941884994506836,0.7814021110534668
chr1,156553157,4.9262895584106445,4.144893169403076,0.7813963890075684
chr10,103545977,4.647036552429199,3.865654945373535,0.7813816070556641
chr7,112708457,4.130598545074463,3.3492212295532227,0.7813773155212402
chr5,37658572,4.804470539093018,4.023097515106201,0.7813730239868164
chr4,122744517,4.493095397949219,3.711726188659668,0.7813692092895508
chr6,35742911,4.116692543029785,3.3353309631347656,0.7813615798950195
chr12,111425244,4.753206253051758,3.971877098083496,0.7813291549682617
chr10,46659331,3.7625720500946045,2.9812493324279785,0.781322717666626
chr10,101632131,4.417180061340332,3.6358633041381836,0.7813167572021484
chr22,35301162,5.301792144775391,4.520481586456299,0.7813105583190918
chr17,77374531,7.207803726196289,6.426497459411621,0.781306266784668
chr7,28473796,4.496932506561279,3.7156286239624023,0.781303882598877
chr17,50534426,5.619113445281982,4.8378496170043945,0.7812638282775879
chr5,109725353,5.1476969718933105,4.366462707519531,0.7812342643737793
chr20,50269925,4.897780418395996,4.116588592529297,0.7811918258666992
chrX,15605372,4.379929542541504,3.5987462997436523,0.7811832427978516
chr13,95642225,5.962604999542236,5.181422233581543,0.7811827659606934
chr17,58046710,5.060657978057861,4.2794904708862305,0.7811675071716309
chr2,12649786,4.5399065017700195,3.7587485313415527,0.7811579704284668
chr19,46474069,4.360572814941406,3.579421043395996,0.7811517715454102
chr17,2177537,4.180538177490234,3.3993916511535645,0.7811465263366699
chr15,78084145,4.600846290588379,3.8197031021118164,0.7811431884765625
chr1,212665532,6.48264217376709,5.7015790939331055,0.7810630798339844
chr2,233251753,7.8315229415893555,7.050474166870117,0.7810487747192383
chr10,125123865,5.5925798416137695,4.811555862426758,0.7810239791870117
chr15,40918852,5.537477493286133,4.756467342376709,0.7810101509094238
chr1,74325128,4.957544326782227,4.176547050476074,0.7809972763061523
chr19,4385734,4.813318729400635,4.032329559326172,0.7809891700744629
chr10,132176341,4.858351707458496,4.077455520629883,0.7808961868286133
chr9,113011852,6.4406843185424805,5.659817218780518,0.7808670997619629
chr11,77602376,4.957840919494629,4.176997184753418,0.7808437347412109
chr18,70420413,4.528287887573242,3.747471332550049,0.7808165550231934
chr1,14950156,5.005916595458984,4.225102424621582,0.7808141708374023
chr14,101773066,4.432662010192871,3.651869773864746,0.780792236328125
chr2,177754698,4.681479454040527,3.9007105827331543,0.780768871307373
chr3,170023373,4.515393257141113,3.7346458435058594,0.7807474136352539
chr10,16583756,4.308348178863525,3.527602195739746,0.7807459831237793
chr5,138492617,7.1021013259887695,6.321410655975342,0.7806906700134277
chr20,9590369,4.6780314445495605,3.897341251373291,0.7806901931762695
chr4,1645282,5.054919719696045,4.274231433868408,0.7806882858276367
chr2,67651029,4.587045669555664,3.8063693046569824,0.7806763648986816
chr17,9207044,5.0024094581604,4.2218017578125,0.7806077003479004
chrX,40266886,6.237048149108887,5.456482410430908,0.7805657386779785
chr6,157343859,4.557604789733887,3.7770776748657227,0.7805271148681641
chr6,32807350,4.693606376647949,3.9130940437316895,0.7805123329162598
chr18,74251477,4.733939170837402,3.953434467315674,0.7805047035217285
chr10,33016033,4.965926170349121,4.185496807098389,0.7804293632507324
chr2,24486739,4.71076774597168,3.9303665161132812,0.7804012298583984
chr5,154829889,4.809089660644531,4.028698921203613,0.780390739440918
chr20,43652608,3.631826162338257,2.8514628410339355,0.7803633213043213
chr6,147559162,5.014127731323242,4.23380184173584,0.7803258895874023
chr1,114033287,4.7305097579956055,3.950206756591797,0.7803030014038086
chr18,51135481,5.111459255218506,4.3311662673950195,0.7802929878234863
chr2,66846944,4.457418918609619,3.677152156829834,0.7802667617797852
chr12,49720431,4.21104097366333,3.430784225463867,0.7802567481994629
chr13,22735605,4.856265068054199,4.076014995574951,0.780250072479248
chr11,46511678,4.213891983032227,3.43367338180542,0.7802186012268066
chr5,82584903,4.189661502838135,3.4094605445861816,0.7802009582519531
chr14,54795927,4.405435562133789,3.6252403259277344,0.7801952362060547
chr1,211542392,5.069270610809326,4.28908109664917,0.7801895141601562
chr3,14635238,3.7197492122650146,2.939577579498291,0.7801716327667236
chr4,141133135,6.071135520935059,5.290976524353027,0.7801589965820312
chr12,101894907,4.331254005432129,3.5510950088500977,0.7801589965820312
chr6,37674043,4.385638236999512,3.6055235862731934,0.7801146507263184
chr20,24432187,5.43199348449707,4.651886940002441,0.7801065444946289
chr1,10937523,5.213035583496094,4.43293571472168,0.7800998687744141
chr22,28296635,4.016412258148193,3.2363529205322266,0.7800593376159668
chr20,62606913,5.370661735534668,4.590610980987549,0.7800507545471191
chr1,205598112,4.424394130706787,3.644374370574951,0.7800197601318359
chr20,45187846,4.020110607147217,3.2401013374328613,0.7800092697143555
chrX,1335141,4.819933891296387,4.039975643157959,0.7799582481384277
chr17,6683382,4.353182792663574,3.573237419128418,0.7799453735351562
chr8,61661247,3.460552930831909,2.680630683898926,0.7799222469329834
chr4,13367405,4.1075053215026855,3.327591896057129,0.7799134254455566
chr3,15121274,4.107737064361572,3.327847480773926,0.7798895835876465
chr20,10666128,4.539836883544922,3.7599759101867676,0.7798609733581543
chr2,238305356,5.027537822723389,4.247708320617676,0.7798295021057129
